"EAN or ISBN";"name of the product";"product page URL";"internal reference";"product category";"current price";"crossed price";"big image";"description";"manufacturer reference";"condition";"brand";"ecotaxe";"product availability";"shipping costs";"warranty";"discount indicator";"stock indicator";"Taille";"performance indicator";"ID_Parent";"Genre";"Color";"name";"URL"
"0198720146310";"SALOMON Brilliant Pant W - Bleu - taille M 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304723805V4";"K111397V020";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"167.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--bgbTFdrq--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111397/views/k111397_brilliant-pant-w_lc2636700_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT W pour femme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2636700";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"M";"https://www.ekosport.fr/salomon-brilliant-pant-w-p-K111397";"K111397";"Femme";"Bleu";"SALOMON BRILLIANT PANT W";"https://www.ekosport.fr/salomon-brilliant-pant-w-p-K111397?tai=K111397V020"
"0198720146297";"SALOMON Brilliant Pant W - Bleu - taille L 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304645226V4";"K111397V025";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"167.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--bgbTFdrq--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111397/views/k111397_brilliant-pant-w_lc2636700_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT W pour femme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2636700";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"L";"https://www.ekosport.fr/salomon-brilliant-pant-w-p-K111397";"K111397";"Femme";"Bleu";"SALOMON BRILLIANT PANT W";"https://www.ekosport.fr/salomon-brilliant-pant-w-p-K111397?tai=K111397V025"
"0198720146280";"SALOMON Brilliant Pant W - Bleu - taille XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304686020V4";"K111397V1332";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"167.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--bgbTFdrq--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111397/views/k111397_brilliant-pant-w_lc2636700_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT W pour femme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2636700";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-brilliant-pant-w-p-K111397";"K111397";"Femme";"Bleu";"SALOMON BRILLIANT PANT W";"https://www.ekosport.fr/salomon-brilliant-pant-w-p-K111397?tai=K111397V1332"
"0198720160149";"SALOMON Edge Pant W -  - taille S/R 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304761720V4";"K111398V180";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"107.9";"199.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--JhrpESCk--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111398/views/k111398_edge-pant-w_lc2615100_01";"Ce pantalon pour femme EDGE PANT W de Salomon possède de nombreuses caractéristiques techniques favorisant le confort, la chaleur, la douceur et la respirabilité.L&#039;alliance de la technologie AdvancedSkin Dry et de l&#039;isolation synthétique vous protège des intempéries, de la pluie, de la neige et du vent tout en restant un tissu respirant qui permet de garder votre corps au chaud et au sec tout au long de la journée. De plus, grâce à son tissu stretch, la matière vous laisse libre de vos mouvements pour des performances optimales en ski. La coupe régulière et les genoux préformés offrent une coupe féminine et confortable.Idéal pour la pratique du ski sur piste, ce pantalon vous accompagnera lors de vos prochaines expériences.";"LC2615100";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"S/R";"https://www.ekosport.fr/salomon-edge-pant-w-p-K111398";"K111398";"Femme";"";"SALOMON EDGE PANT W";"https://www.ekosport.fr/salomon-edge-pant-w-p-K111398?tai=K111398V180"
"0198720160026";"SALOMON Edge Pant W -  - taille M/R 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304648231V4";"K111398V185";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"107.9";"199.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--JhrpESCk--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111398/views/k111398_edge-pant-w_lc2615100_01";"Ce pantalon pour femme EDGE PANT W de Salomon possède de nombreuses caractéristiques techniques favorisant le confort, la chaleur, la douceur et la respirabilité.L&#039;alliance de la technologie AdvancedSkin Dry et de l&#039;isolation synthétique vous protège des intempéries, de la pluie, de la neige et du vent tout en restant un tissu respirant qui permet de garder votre corps au chaud et au sec tout au long de la journée. De plus, grâce à son tissu stretch, la matière vous laisse libre de vos mouvements pour des performances optimales en ski. La coupe régulière et les genoux préformés offrent une coupe féminine et confortable.Idéal pour la pratique du ski sur piste, ce pantalon vous accompagnera lors de vos prochaines expériences.";"LC2615100";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"M/R";"https://www.ekosport.fr/salomon-edge-pant-w-p-K111398";"K111398";"Femme";"";"SALOMON EDGE PANT W";"https://www.ekosport.fr/salomon-edge-pant-w-p-K111398?tai=K111398V185"
"0198720160071";"SALOMON Edge Pant W -  - taille L/R 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304650042V4";"K111398V190";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"107.9";"199.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--JhrpESCk--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111398/views/k111398_edge-pant-w_lc2615100_01";"Ce pantalon pour femme EDGE PANT W de Salomon possède de nombreuses caractéristiques techniques favorisant le confort, la chaleur, la douceur et la respirabilité.L&#039;alliance de la technologie AdvancedSkin Dry et de l&#039;isolation synthétique vous protège des intempéries, de la pluie, de la neige et du vent tout en restant un tissu respirant qui permet de garder votre corps au chaud et au sec tout au long de la journée. De plus, grâce à son tissu stretch, la matière vous laisse libre de vos mouvements pour des performances optimales en ski. La coupe régulière et les genoux préformés offrent une coupe féminine et confortable.Idéal pour la pratique du ski sur piste, ce pantalon vous accompagnera lors de vos prochaines expériences.";"LC2615100";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"L/R";"https://www.ekosport.fr/salomon-edge-pant-w-p-K111398";"K111398";"Femme";"";"SALOMON EDGE PANT W";"https://www.ekosport.fr/salomon-edge-pant-w-p-K111398?tai=K111398V190"
"0195751982498";"SALOMON Moon Patrol Bib W - Noir - taille XS 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304763805V4";"K111399V010";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"279.9";"499.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--p56_KCyU--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111399/views/k111399_moon-patrol-bib-w_lc2416700_01";"Parée pour la poudreuse, la MOON PATROL GTX BIB W de chez Salomon est une salopette de ski pour femme qui permet aux skieuses et snowboardeuses de rider pleinement.Assurant une haute protection contre les intempéries avec sa construction 3 couches composée d&#039;une matière, d&#039;une membrane et d&#039;une doublure collées pour former un tout, ce modèle ajoute un traitement déperlant durable pour ne vraiment rien laisser passer. De plus, il bénéficie de la fiabilité de la membrane Gore-Tex et de coutures soudées. La coupe classique favorise la gestuelle et assure un grand niveau de confort.De nombreux détails décuplent son efficacité sur la neige comme ses bretelles et plastron réglables, ses poches, guêtres, ventilation...";"LC2416700";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XS";"https://www.ekosport.fr/salomon-moon-patrol-bib-w-p-K111399";"K111399";"Femme";"Noir";"SALOMON MOON PATROL BIB W";"https://www.ekosport.fr/salomon-moon-patrol-bib-w-p-K111399?tai=K111399V010"
"0195751762458";"SALOMON Moon Patrol Bib W - Noir - taille S 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304763806V4";"K111399V015";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"279.9";"499.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--p56_KCyU--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111399/views/k111399_moon-patrol-bib-w_lc2416700_01";"Parée pour la poudreuse, la MOON PATROL GTX BIB W de chez Salomon est une salopette de ski pour femme qui permet aux skieuses et snowboardeuses de rider pleinement.Assurant une haute protection contre les intempéries avec sa construction 3 couches composée d&#039;une matière, d&#039;une membrane et d&#039;une doublure collées pour former un tout, ce modèle ajoute un traitement déperlant durable pour ne vraiment rien laisser passer. De plus, il bénéficie de la fiabilité de la membrane Gore-Tex et de coutures soudées. La coupe classique favorise la gestuelle et assure un grand niveau de confort.De nombreux détails décuplent son efficacité sur la neige comme ses bretelles et plastron réglables, ses poches, guêtres, ventilation...";"LC2416700";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"S";"https://www.ekosport.fr/salomon-moon-patrol-bib-w-p-K111399";"K111399";"Femme";"Noir";"SALOMON MOON PATROL BIB W";"https://www.ekosport.fr/salomon-moon-patrol-bib-w-p-K111399?tai=K111399V015"
"0198720147447";"SALOMON Absolute 3l Bib W - Vert - taille M 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304750313V4";"K111400V020";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"229.9";"379.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--YtjMscC_--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111400/views/k111400_absolute-3l-bib-w_lc2619000_01";"La salopette de freeride pour femme ABSOLUTE 3L BIB W de Salomon est idéale pour le ski alpin et le snowboard en conditions extrêmes.Sa coupe Regular et la matière AdvancedSkin offrent une protection imperméable 20K/20K, assurant une protection optimale contre les intempéries. Le traitement déperlant renforce la durabilité et la résistance à l&#039;eau. La conception Motion Fit™ garantit une totale liberté de mouvement, essentielle pour les descentes techniques et les figures en snowboard. Confectionnée à partir de matériaux recyclés, cette salopette est à la fois écoresponsable et performante. Les aérations latérales permettent une ventilation efficace pour réguler la température corporelle durant l&#039;effort.Les trois poches zippées offrent des espaces de rangement pratiques pour les petits objets essentiels. Les bretelles et la taille réglables assurent un ajustement parfait, permettant aux skieuses et aux snowboardeuses de rester confortable toute la journée sur les pistes, mais surtout hors des sentiers battus.";"LC2619000";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"M";"https://www.ekosport.fr/salomon-absolute-3l-bib-w-p-K111400";"K111400";"Femme";"Vert";"SALOMON ABSOLUTE 3L BIB W";"https://www.ekosport.fr/salomon-absolute-3l-bib-w-p-K111400?tai=K111400V020"
"0198720147461";"SALOMON Absolute 3l Bib W - Vert - taille L 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304798835V4";"K111400V025";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"229.9";"379.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--YtjMscC_--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111400/views/k111400_absolute-3l-bib-w_lc2619000_01";"La salopette de freeride pour femme ABSOLUTE 3L BIB W de Salomon est idéale pour le ski alpin et le snowboard en conditions extrêmes.Sa coupe Regular et la matière AdvancedSkin offrent une protection imperméable 20K/20K, assurant une protection optimale contre les intempéries. Le traitement déperlant renforce la durabilité et la résistance à l&#039;eau. La conception Motion Fit™ garantit une totale liberté de mouvement, essentielle pour les descentes techniques et les figures en snowboard. Confectionnée à partir de matériaux recyclés, cette salopette est à la fois écoresponsable et performante. Les aérations latérales permettent une ventilation efficace pour réguler la température corporelle durant l&#039;effort.Les trois poches zippées offrent des espaces de rangement pratiques pour les petits objets essentiels. Les bretelles et la taille réglables assurent un ajustement parfait, permettant aux skieuses et aux snowboardeuses de rester confortable toute la journée sur les pistes, mais surtout hors des sentiers battus.";"LC2619000";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"L";"https://www.ekosport.fr/salomon-absolute-3l-bib-w-p-K111400";"K111400";"Femme";"Vert";"SALOMON ABSOLUTE 3L BIB W";"https://www.ekosport.fr/salomon-absolute-3l-bib-w-p-K111400?tai=K111400V025"
"0198720157729";"SALOMON Brilliant Pant - Noir - taille S 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304713973V4";"K111401V015";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"167.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--r3kndfsO--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111401/views/k111401_brilliant-pant_lc2635500_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT pour homme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2635500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"S";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111401";"K111401";"Homme";"Noir";"SALOMON BRILLIANT PANT";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111401?tai=K111401V015"
"0198720157736";"SALOMON Brilliant Pant - Noir - taille L 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304834130V4";"K111401V025";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"167.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--r3kndfsO--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111401/views/k111401_brilliant-pant_lc2635500_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT pour homme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2635500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"L";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111401";"K111401";"Homme";"Noir";"SALOMON BRILLIANT PANT";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111401?tai=K111401V025"
"0198720157712";"SALOMON Brilliant Pant - Noir - taille XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304714223V4";"K111401V030";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"167.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--r3kndfsO--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111401/views/k111401_brilliant-pant_lc2635500_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT pour homme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2635500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111401";"K111401";"Homme";"Noir";"SALOMON BRILLIANT PANT";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111401?tai=K111401V030"
"0198720157750";"SALOMON Brilliant Pant - Noir - taille XXL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304714224V4";"K111401V035";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"167.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--r3kndfsO--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111401/views/k111401_brilliant-pant_lc2635500_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT pour homme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2635500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XXL";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111401";"K111401";"Homme";"Noir";"SALOMON BRILLIANT PANT";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111401?tai=K111401V035"
"0198720148567";"SALOMON Brilliant Pant - Orange / Rouge - taille S 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304728539V4";"K111402V015";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"162.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--PEAi1Z64--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111402/views/k111402_brilliant-pant_lc2635600_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT pour homme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2635600";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"S";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111402";"K111402";"Homme";"Orange / Rouge";"SALOMON BRILLIANT PANT";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111402?tai=K111402V015"
"0198720148598";"SALOMON Brilliant Pant - Orange / Rouge - taille XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304728540V4";"K111402V030";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"162.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--PEAi1Z64--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111402/views/k111402_brilliant-pant_lc2635600_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT pour homme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2635600";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111402";"K111402";"Homme";"Orange / Rouge";"SALOMON BRILLIANT PANT";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111402?tai=K111402V030"
"0198720153851";"SALOMON Brilliant Pant - Vert - taille L 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304755178V4";"K111403V025";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"164.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--vBayQwqr--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111403/views/k111403_brilliant-pant_lc2635800_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT pour homme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2635800";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"L";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111403";"K111403";"Homme";"Vert";"SALOMON BRILLIANT PANT";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111403?tai=K111403V025"
"0198720153806";"SALOMON Brilliant Pant - Vert - taille XXL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304755179V4";"K111403V1353";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"164.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--vBayQwqr--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111403/views/k111403_brilliant-pant_lc2635800_01";"Destiné à la pratique du ski et du snowboard, le pantalon BRILLIANT pour homme de Salomon offre une thermorégulation et une résistance aux intempéries avec un prix abordable.Bénéficiant d’une technologie innovante et performante, ce modèle à bretelles amovibles est conçu avec le système de fabrication bluesign® qui limite l’empreinte écologique que peut avoir la conception et la fabrication de vêtements sur l’environnement. Composé d’un tissu résistant à l’eau avec la technologie AdvancedSkin Dry 20k/20k et d’une doublure isolante Primaloft® Black Eco 60 g/m², il offre une importante thermorégulation pour garder votre corps au chaud et sec dans toutes les conditions. Doté de plusieurs poches, ce pantalon possède de nombreux avantages.Idéal pour les activités hivernales, ce pantalon écoresponsable vous accompagnera lors de vos futures aventures.";"LC2635800";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XXL";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111403";"K111403";"Homme";"Vert";"SALOMON BRILLIANT PANT";"https://www.ekosport.fr/salomon-brilliant-pant-p-K111403?tai=K111403V1353"
"0198720156371";"SALOMON Moon Patrol Gtx Bib - Bleu - taille S 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304772478V4";"K111404V015";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"279.9";"499.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--f8Kcrcnf--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111404/views/k111404_moon-patrol-gtx-bib_lc2705500_01";"Parée pour la poudreuse, la MOON PATROL GTX BIB de chez Salomon est une salopette de ski pour homme qui permet aux skieurs et snowboarders de rider pleinement.Assurant une haute protection contre les intempéries avec sa construction 3 couches composée d&#039;une matière, d&#039;une membrane et d&#039;une doublure collées pour former un tout, ce modèle ajoute un traitement déperlant durable pour ne vraiment rien laisser passer. De plus, il bénéficie de la fiabilité de la membrane Gore-Tex et de coutures soudées. La coupe classique favorise la gestuelle et assure un grand niveau de confort.De nombreux détails décuplent son efficacité sur la neige comme ses bretelles et plastron réglables, ses poches, guêtres, ventilation...";"LC2705500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"S";"https://www.ekosport.fr/salomon-moon-patrol-gtx-bib-p-K111404";"K111404";"Homme";"Bleu";"SALOMON MOON PATROL GTX BIB";"https://www.ekosport.fr/salomon-moon-patrol-gtx-bib-p-K111404?tai=K111404V015"
